Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,133055121,23/09/2025 08:35,23/09/2025 11:44,XAUUSD,Buy,0.020,0.00000,0.00000,3754.70000,3769.87000,0.0000,0.0000,1517.0,30.34,7.55,"",0,00:03:08:57,100.0,3h 8m,982.0,0.00,2499.0,49.980000000000004,0.0,0.0,100.0,60.7,-982.00,-19.64
,129692751,22/09/2025 09:40,23/09/2025 11:39,XAUUSD,Sell,0.020,0.00000,0.00000,3715.47000,3767.26000,0.0000,0.0000,-5179.0,-103.58,-20.49,"",0,01:01:59:21,1.3,20m,6614.0,33.56,192.0,3.84,-6422.0,-128.44,2.9,18.8,-5371.00,-107.42
,131253976,19/09/2025 13:30,23/09/2025 11:38,XAUUSD,Sell,0.010,0.00000,0.00000,3657.86000,3766.61000,0.0000,0.0000,-10875.0,-108.75,-17.70,"",0,03:22:08:03,0.3,16m,12297.0,107.53,114.0,1.1400000000000001,-12183.0,-121.83,0.9,10.6,-10989.00,-109.89
,130716629,18/09/2025 17:36,23/09/2025 11:38,XAUUSD,Sell,0.010,0.00000,0.00000,3639.88000,3766.50000,0.0000,0.0000,-12662.0,-126.62,-17.09,"",0,04:18:02:03,1.4,1h 35m,14275.0,47.62,294.0,2.94,-13981.0,-139.81,2.1,9.2,-12956.00,-129.56
,132894741,23/09/2025 04:36,23/09/2025 04:41,XAUUSD,Buy,0.020,0.00000,0.00000,3752.02000,3757.55000,0.0000,0.0000,553.0,11.06,1.52,"",0,00:00:04:38,20.0,55s,0.0,0.00,553.0,11.06,0.0,0.0,100.0,100.0,0.00,0.00
,132274535,22/09/2025 12:21,22/09/2025 20:12,XAUUSD,Buy,0.020,0.00000,0.00000,3724.08000,3739.54000,0.0000,0.0000,1546.0,30.92,4.42,"",0,00:07:51:09,69.5,5h 27m,1060.0,0.64,1655.0,33.1,-1054.0,-21.080000000000002,61.1,96.0,-109.00,-2.18
,132641261,22/09/2025 18:30,22/09/2025 20:12,XAUUSD,Buy,0.020,0.00000,0.00000,3732.24000,3739.50000,0.0000,0.0000,726.0,14.52,2.12,"",0,00:01:42:31,1.0,1m,0.0,0.00,726.0,14.52,0.0,0.0,100.0,100.0,0.00,0.00
,129662136,17/09/2025 21:04,22/09/2025 09:40,XAUUSD,Buy,0.010,0.00000,0.00000,3697.97000,3715.37000,0.0000,0.0000,1740.0,17.40,2.61,"",0,04:12:35:51,3.8,4h 7m,6364.0,3.66,1740.0,17.400000000000002,-6364.0,-63.64,21.5,100.0,0.00,0.00
,128896606,17/09/2025 02:42,22/09/2025 09:38,XAUUSD,Buy,0.010,0.00000,0.00000,3694.11000,3713.44000,0.0000,0.0000,1933.0,19.33,2.98,"",0,05:06:55:08,4.2,5h 19m,7103.0,3.08,1942.0,19.42,-5978.0,-59.78,24.5,99.9,-9.00,-0.09
,129728628,17/09/2025 21:28,22/09/2025 04:15,XAUUSD,Buy,0.010,0.00000,0.00000,3682.33000,3695.79000,0.0000,0.0000,1346.0,13.46,2.12,"",0,04:06:46:45,55.8,2d 9h ,4800.0,3.57,1346.0,13.46,-4800.0,-48.0,21.9,100.0,0.00,0.00
,130386919,18/09/2025 12:24,22/09/2025 04:14,XAUUSD,Buy,0.010,0.00000,0.00000,3671.88000,3695.29000,0.0000,0.0000,2341.0,23.41,3.83,"",0,03:15:49:43,67.4,2d 11h ,3755.0,1.60,2341.0,23.41,-3755.0,-37.550000000000004,38.4,100.0,0.00,0.00
,130580522,18/09/2025 16:30,19/09/2025 17:54,XAUUSD,Buy,0.010,0.00000,0.00000,3651.90000,3667.19000,0.0000,0.0000,1529.0,15.29,2.57,"",0,01:01:23:03,46.1,11h 42m,1496.0,0.98,1529.0,15.290000000000001,-1496.0,-14.96,50.5,100.0,0.00,0.00
,130536472,18/09/2025 16:39,19/09/2025 13:30,XAUUSD,Buy,0.010,0.00000,0.00000,3640.93000,3657.82000,0.0000,0.0000,1689.0,16.89,2.92,"",0,00:20:51:32,89.7,18h 42m,1464.0,0.21,1914.0,19.14,-399.0,-3.99,82.7,90.3,-225.00,-2.25
,130275795,18/09/2025 10:20,18/09/2025 16:39,XAUUSD,Sell,0.010,0.00000,0.00000,3648.46000,3640.93000,0.0000,0.0000,753.0,7.53,1.32,"",0,00:06:18:49,49.4,3h 7m,2377.0,3.16,753.0,7.53,-2377.0,-23.77,24.1,100.0,0.00,0.00
,130375228,18/09/2025 12:14,18/09/2025 16:30,XAUUSD,Sell,0.010,0.00000,0.00000,3667.53000,3652.17000,0.0000,0.0000,1536.0,15.36,2.76,"",0,00:04:16:03,88.3,3h 46m,470.0,0.31,1540.0,15.4,-470.0,-4.7,76.6,99.8,-4.00,-0.04
